__label__moderate	TODAY: Naval Air Station Pensacola opening Emergency Family Assistance Center to assist evacuated military personnel and their families from #HurricaneMichael staying on or near installation - _URL … (File photo) _IMAGE	2747
__label__high	#WednesdayWisdom:Shipmates, never forget that you're part of a team in the greatest navy in the world, the #USNavy! _IMAGE	1551
__label__high	Our #242NavyBday was yesterday, but #USNavy USSNimitz's cake still looks delicious today on #NationalDessertDay. _IMAGE	1336
__label__moderate	Thank you @VP for spending #Thanksgiving with our shipmates! _URL …	1530
__label__moderate	Bravo Zulu shipmates! Helicopter Sea Combat Squadron (HSC) 25 rescues commercial mariner off the coast of Guam. #Navyreadiness - _URL … _IMAGE	2412
__label__small	LIVE SOON: @USFLEETCYBERCOM's Vice Adm. Michael Gilday testifies on Cyber Posture of the Services before #SASC Subcommittee on #Cybersecurity - _URL  _IMAGE	1959
__label__moderate	Strengthening #NavyPartnerships in the #IndoPacific region, @USNavy's #USSBoxer and @MarineNationale's Charles de Gaulle sail together in the #AndamanSea - _URL … _IMAGE	3711
__label__moderate	#TBT to #OTD 1945: PHM1 Francis Pierce’s toughness and initiative during Iwo Jima campaign earns him #MedalOfHonor - _URL  _IMAGE	290
__label__moderate	MT @USPacificFleet: #USSCarlVinson Strike Group begins bilateral exercise with Japan Maritime Self-Defense Force in #SouthChinaSea - _URL … #3rdFleetForward _IMAGE	1962
__label__moderate	Standing together, standing strong. #NavyPartnershipsStanding Maritime Group One forces conduct a scheduled visit in #Portugal while on a scheduled deployment to conduct maritime operations and provide a continuous maritime capability for @NATO in the Northern Atlantic. _IMAGE	4263
__label__moderate	While Hurricane #Irma preparations continue, Hurricane #Harvey recovery continues with help from @NAVSUPSYSCOM - _URL … _IMAGE	1194
__label__moderate	Get a behind-the-scenes look at how the @USCG is providing assistance to those affected by #HurricaneDorian in the Bahamas. Keep up the good work. One team, one fight. _RETWEET …	4077
__label__moderate	#ThursdayThoughts MT @surflant: While we will never forget attack & losses suffered, #USSCole is as strong as ever - _URL … _IMAGE	1326
__label__moderate	#USSAbrahamLincoln completes carrier qualifications, demonstrating its readiness and ability to launch and recover aircraft - _URL … @flynavy _IMAGE	1846
__label__high	Join us LIVE tomorrow at 100 AM ET as Adm. John Richardson is relieved as the 31st Chief of Naval Operations and Adm. Mike Gilday accepts his new role as the #USNavy's 32nd @USNavyCNO. _RETWEET …	3996
__label__high	#USNavy Sailors and veterans, help us celebrate our #243NavyBday week by sharing your #NavyMemories of how you've been #ForgedByTheSea. _IMAGE	2719
__label__small	Enlisted Advancement Worksheets transitioning to electronic automation in pilot - _URL … _IMAGE	3017
__label__moderate	.@US7thFleet operational pause providing in-depth training on watch standing fundamentals - _URL … _IMAGE	1134
__label__moderate	MT @NavyOutreach: #USNavy Sailors showing pride Monday while parading the colors @IndyStateFair during #Indy #NavyWeek. _IMAGE	1018
__label__small	LIVE SOON: James Geurts (Assistant Secretary of the Navy for Research, Development and Acquisition) discusses at #AFCEASmallBusiness Innovation Summit how #USNavy is accelerating RD&A. #NavyInnovates #NavyLethality: _URL …: _URL … _IMAGE	2438
__label__moderate	#PacificPartnership arrives in main mission stop in #Malaysia, Kuching - _URL  (File photo) _IMAGE	446
__label__high	#TuesdayThoughts: We're days away from welcoming our next-generation aircraft carrier, future #USSGeraldRFord to #USNavy's fleet! _IMAGE	907
__label__moderate	MT @USNHistory: #OTD 1986 - #USSBunkerHill (CG 52), a Ticonderoga-class guided-missile cruiser, commissioned in @CityOfBoston _IMAGE	1244
__label__moderate	MT @INDOPACOM: Flight ops aboard #USNavy @Stennis74 in @US7thFleet’s area of responsibility keep crew and pilots’ #NavyReadiness sharp as they support security and stability in the #IndoPacific region. _IMAGE	3178
__label__small	LIVE NOW: #Facebook Live all hands call with @CNORichardson and @NavyMCPON. Watch and participate: _URL  _IMAGE	1150
__label__high	Your #USNavy honors Purple Heart recipients wounded in combat or killed in action in service to our nation—on this #PurpleHeartDay and every day. #HonorThem _RETWEET …	3946
__label__high	TODAY: #USSTheodoreRoosevelt and #USSBunkerHill to return from deployment - _URL … @CityofSanDiego _IMAGE	2181
__label__moderate	#WednesdayWisdom: There is no elevator to success. You have to take the stairs.. or as we say in the #USNavy, the ladderwell. _IMAGE	962
__label__small	LIVE 3P ET: @CNORichardson discusses what increased competition means for #USNavy - _URL … #WEST2017 _IMAGE	206
__label__high	Mark your calendars! This Saturday our #USNavy fleet gets bigger! _RETWEET …	3893
__label__moderate	#ICYMI: Teamwork at its finest! #USSZephyr & @USCG team up to seize $22.5 million worth of cocaine - _URL  _IMAGE	523
__label__moderate	LIVE 10A ET: @NavalAcademy #ClassOf2018's graduation and commissioning ceremony with @POTUS @realDonaldTrump - _URL … #ForgedByTheSea _IMAGE	2251
__label__high	.@NavyMCPON Russell Smith was officially pinned as the 15th Master Chief Petty Officer of the Navy yesterday aboard USS Constitution during Chief Petty Officer Heritage Week! #MCPON Smith will serve as the #USNavy’s senior-ranking enlisted leader and advisor to @CNORichardson. _IMAGE	2586
__label__moderate	#USNavy testing new suit to protect submariners while making emergency repairs and rescuing shipmates - _URL  _IMAGE	462
__label__moderate	Strengthening alliances. #USSOakHill arrives in Batumi, Georgia following exercise Spring Storm 2018 with Romania, demonstrating a shared commitment to security and stability within the region, while enhancing #USNavy interoperability with our partners in the #BlackSea. _IMAGE	1981
__label__high	Around fleet with today's photos of day:#USSHarrySTruman conducts photoex, F/A-18F Super Hornet launches from #USSTheodoreRoosevelt, Sailors load missile onto P-8A Poseidon, and JLOTS-18 kicks off exercise Beyond the Horizon. info and download: _URL … _IMAGE	2148
__label__moderate	#USNSComfort underway to provide aid in #PuertoRico from the sea - _URL … @fema @ricardorossello #Maria _IMAGE	1297
__label__small	MT @USNavyEurope: Sailors participate in a 9MM pistol qualifications course during a live-fire exercise aboard #USSBulkeley while operating in #US6thFleet, Sunday. #NavyReadiness _IMAGE	2713
__label__small	"Good question. It's the ship's hull number - like its ""ID number,"" CVN 73."	28
__label__moderate	An example of the #USNavy's unique capability to project power when and where we choose. _RETWEET …	1424
__label__moderate	An #ElectionDay reminder: Sailors and Department of the #USNavy civilians need to be mindful about politics on social media, military support of political activities and use of government sources. We've got @DeptOfDefense guidance - _URL … _IMAGE	2826
__label__moderate	#USNavy #WomensHistoryMonth photos of the day:We're highlighting our shipmates.. ready to deter & defeat adversaries, meet great power competition's challenges, maintain maritime superiority, protect homeland and our economic prosperity. and : _URL … _IMAGE	3251
__label__high	MT @PaulGAllen: Important chapter of history concludes. Hope survivors/ families gain some closure. Anchor/ ship bell here. #USSIndianapolis _IMAGE	1085
__label__moderate	#USNavy photos of the day: #USSGabrielleGiffords launches a Naval Strike Missile, a Sailor stands watch aboard #USSWayneEMeyer, Sailors handle ordnance aboard #USSRonaldReagan, and a helicopter prepares to land aboard #USSWayneEMeyer info & download _URL … _IMAGE	4182
__label__small	Acting Secretary of the Navy Sean Stackley on #USNavy's future #USSBillings #LCS15 - _URL  _IMAGE	828
__label__high	Today's #USNavy photos of the day highlight Hurricane #Harvey relief support. Download: _URL  _IMAGE	1164
__label__small	Career Development Symposium heads to Japan - _URL … _IMAGE	1753
__label__small	MT @Amphib7FLT: #JMSDF pilots #USSPioneer as part of the 2JA 2017 Mine Countermeasures Exercise. #Alliance _IMAGE	970
__label__high	.@USNavyBand's Rhode Island Sound rocking #TimesSquare during #FleetWeekNYC _URL …	652
__label__moderate	Sailors, being squared away never stops. Make sure you stay up to date on 2019 #USNavy personnel and policy announcements that affect you and your family. _URL … _IMAGE	3914
__label__moderate	MT @realDonaldTrump: I will be making the Commencment Address today at the @NavalAcademy in Annapolis, Maryland. Look forward to being with some of the greatest people on earth!	2250
__label__moderate	#HonorTheFallen: Naval Special Warfare Center commanding officer on SO1 Peters who died during #FleetWeekNYC - _URL  (1/2) _IMAGE	675
__label__moderate	With #BlackFriday just days away, keep in mind the mailing deadlines for holiday cards, letters and packages going to friends and family serving in our military - _URL … via @NAVSUPSYSCOM #DeliveringTheHolidays _IMAGE	2876
__label__moderate	Icebergs and international learnings – the #USNavy partners with its Canadian counterparts in #Arctic operations. #NavyPartnerships Read more: _URL … _IMAGE	4348
__label__moderate	Ready for another opportunity to provide care and assistance in those in need and strengthen #NavyPartnerships. _RETWEET …	3941
__label__small	MT @USNavyEurope: Since 2015 #USSCarney, #USSDonaldCook, #USSPorter, #USSRoss have been fwd deployed to Europe, operating mostly in Med & fulfilling US commitment to @NATO & other missions supporting security in Europe - _URL … #JustTheFacts #SteadyPresence	2081
__label__moderate	.@FlyNavy's RADM Roy Kelley reflects on a busy and exciting year for naval aviation - _URL … _IMAGE	1691
__label__moderate	#USNavy photos of the day: #USNSComfort visits Jamaica, #USSForrestSherman conducts damage control training, #USSNormandy conducts replenishment-at-at sea with @RoyalNavy, #USSBataan holds stretcher training. info & download _URL … _IMAGE	4277
__label__high	#USSPennsylvania #SSBN735 transits the Hood Canal Wednesday as the boat returned to its homeport at Naval Base Kitsap-Bangor following a routine strategic deterrent patrol. _IMAGE	1698
__label__high	#USNavy F-35C Lightning II aircraft are at sea and in action! Advancing #NavalAviation and #NavyLethality, #F35C assigned to the #Argonauts of Strike Fighter Squadron #VFA147 conduct flight operations aboard the Nimitz-class aircraft carrier #USSCarlVinson #CVN70. _IMAGE	2957
__label__moderate	Happy 50th Anniversary, @Navy_JAG! To celebrate, learn about the history of our #USNavy judge advocates #USNJAG50 - _URL … _IMAGE	1581
__label__moderate	#PacificPartnership2017 scheduled to begin today, enhancing regional ties & cooperation throughout Indo-Asia-Pacific _URL  _IMAGE	226
__label__moderate	TODAY: America's Navy sailing into #Austin for #NavyWeek - _URL  @NavyOutreach _IMAGE	293
__label__moderate	On this #InternationalWomensDay , the #USNavy continues to reap the benefits of integration and diversity. _IMAGE	258
__label__small	THIS WEEK: Indiana's capital city hosts #Indianapolis #NavyWeek, coinciding with @IndyStateFair - _URL  via @NavyOutreach _IMAGE	1008
__label__small	Operating in @US7thFleet, #USNSAmeliaEarhart donates supplies and strengthens friendship in #Philippines- _URL … _IMAGE	3764
__label__small	#ThursdayThoughts: #USNavy Sailors can use USMAP earn a journeyman-level apprenticeship while in the military - _URL … _IMAGE	1032
__label__moderate	#USNavy accepts delivery of future #USSColorado #SSN788, 15th submarine of the Virginia-class - _URL … @GovofCO _IMAGE	1264
__label__moderate	TSC volunteers making children's wishes come true - _URL … _IMAGE	1651
__label__small	Couldn't have said it better, @usnavyeuropeafrica : _URL …	3829
__label__high	#My5WordPledge: I'll protect and defend America! _IMAGE	1693
__label__moderate	.@USNationalGuard, it is an honor to serve with you! Always Ready - Always There _RETWEET …	4435
__label__moderate	Even our #USNavy robots play a role in strengthening and maintaining #NavyParterships! _RETWEET …	4096
__label__small	LIVE 10:30A ET: @FlyNavy VADM Mike Shoemaker ( _URL ) testifies on #USNavy aviation readiness before #HASC Readiness Subcommittee _URL  _IMAGE	1434
__label__moderate	MT @CNORichardson: We're proud to be operating side-by-side with @MarineNationale as we deepen interoperability with our French allies - _URL … _IMAGE	2215
__label__small	#DYK: #SSN789 will be the third #USNavy ship to be christened with the name #Indiana. #IndianaChristening @in_gov _IMAGE	514
__label__moderate	#OTD 1942: #USSCincinnati & #USSomers uncover the Norwegian ship SS Skjilbred as being the German blockade runner Anneliese Essberger after setting explosions and boarding the ship. Survivors are taken on board #USSMilwaukee. _IMAGE	1517
__label__small	In order to evolve with the changing maritime security environment, the Surface Warfare community brought you Distributed Lethality and the Surface Force Strategy. Now the renaissance continues with Sea Control by Design. #SNA2018 _URL …	1725
__label__moderate	Maintaining freedom in an area crucial for global trade, #USSGabrielleGiffords continues to operate in the #SouthChinaSea and maintain #NavyReadiness alongside allied and partner nations by conducting routine operations. #FreeandOpenIndoPacific _IMAGE	4345
__label__small	Helping fill critical billets, #USNavy launches advancement-to-position program - _URL … _IMAGE	3666
__label__moderate	.@DeptOfDefense #WarriorGames opening ceremony in #Chicago Saturday with #JonStewart @BlakeShelton @kelly_clarkson - _URL  _IMAGE	808
__label__moderate	MT @CNORichardson: Happy to have opportunity to meet with VADM Robert Empedrad, Flag Officer In Command, Philippine Navy. We share an interest in strengthening and enhancing our Navy to Navy partnership. Any day the #USNavy steams with @PhilFleet is a good day. #NavyPartnerships _IMAGE	2799
__label__high	It's an extra special #Thanksgiving for our #USNavy and @USMC team, with the safe return of the #USSBoxer Amphibious Ready Group #ARG, following seven months in the Indo-Pacific and Arabian Gulf regions. #Welcomehome _IMAGE	4378
__label__small	MT @NavyOutreach: @GuardUSN performs for the children of @BGCAustin. We love hanging with all the kids during #NavyWeek Austin. _IMAGE	307
__label__moderate	#USNavy photos of the day: #Madagascar marines practice first aid at #CutlassExpress, VIPs tour #PCUDelaware, #CARATBangladesh provides shipboard training and #USSJohnCStennis conducts flight operations. info & download : _URL … _IMAGE	4296
__label__moderate	MT @Gipper_76: #USSRonaldReagan bridge team navigates the ship through Tokyo Bay as #CVN76 departed for patrol. _IMAGE	1186
__label__high	Take a look with @USNHistory at some of our #USNavy ships that honor U.S. presidents - _URL  #PresidentsDay _IMAGE	195
__label__small	#DYK: @RealNCIS has 3 ways to report crime or issues like direct knowledge of explicit photos taken without consent? _URL  _IMAGE	423
__label__high	#SECNAV announced today that the future USS Sioux City (LCS 11) will be commissioned in Annapolis, MD. _IMAGE	70
__label__small	LIVE 10A ET: @us2ndfleet establishment ceremony at Naval Station Norfolk. #ReadyToFight: _URL …: _URL … _IMAGE	2569
__label__moderate	MT @USFleetForces: Landing craft, air cushion & assault amphibious vehicles depart #USSArlington for a beach landing during #BALTOPS. _IMAGE	719
__label__high	#USNavy @USSHARRYSTRUMAN Strike Group enters #ArticCircle ahead of @NATO-led exercise #TridentJuncture - _URL … (File photo) #NavyReadiness _IMAGE	2770
__label__small	@secnav76 recently held an all-hands call for #USNavy Sailors and Marines at @FLEACT_Yokosuka and also spoke at a ceremony inducting U.S. Sen. John S. McCain II into the USS John S. McCain official namesake. _IMAGE	2394
__label__moderate	Named for a #MedalOfHonor recipient, future #USSThomasHudner #DDG116 will be commissioned this Saturday in #Boston, increasing our #NavyLethality and #NavyCapacity. Watch the ceremony here on our Twitter account - _URL … @massgovernor @SurfaceWarriors _IMAGE	2907
__label__moderate	#USNavy photos of the day: Our Blue-Green team thanks the #GreatestGeneration, #USSPioneer and #USSPatriot depart Sattahip Naval Base, Sailors stand watch aboard #USSFortMcHenry, and an #LCAC conducts training in #Oregon. Info and download: _URL … _IMAGE	3690
__label__high	.@US7thFleet's Vice Adm. Aucoin holds press conference about #USSFitzgerald collision - _URL  _IMAGE	767
__label__high	#ICYMI: Three #USNavy carrier strike force exercise to commence in Western Pacific - _URL … via @US7thFleet (File photos) _IMAGE	1452
__label__high	Fair winds and following seas shipmate, we have the watch. #USNavy Identifies Sailor killed in Manbij, Syria. Details - _URL …	3091
__label__moderate	#USNavy celebrates 2018 Asian American and Pacific Islander Heritage Month - _URL … #OneNavyTeam _IMAGE	2162
__label__moderate	.@CNORichardson: When we sign up to support and defend the Constitution everything about that is done in teams. #WarriorGames #TeamNavy. _IMAGE– presso Soldier Field	845
__label__small	Learn More about @NavyMedicine's latest transformation and how #USNavy #HospitalCorpsmen fit in - _URL … _IMAGE	3341
__label__moderate	#ICYMI MT @USNavyEurope: #USSDonaldCook #DDG75 arrived in Batumi, Georgia, Monday for port visit - _URL … #NavyPartnerships _IMAGE	3094
__label__moderate	#USSKearsarge responded to a distress call by British-flagged M/V Eddy Stone and provided medical care to a British civilian mariner while operating in the #AtlanticOcean - _URL … (File photo) _IMAGE	2996
__label__moderate	MT @USNavyEurope : #USNavy EP-3 Aries flying in international airspace over #BlackSea was intercepted by Russian Su-27. Interaction determined unsafe: Su-27 came within 5 feet & crossed thru EP-3’s flight path, causing EP-3 to fly thru Su-27 jet wash. [File Photo] _IMAGE	1816
__label__moderate	MT @stennis74: Scrub it down! #USNavy Sailors aboard #USSJohhnCStennis give the flight deck a good wash. #NavyReadiness _IMAGE	2797
__label__small	.@Navy_Region_SE holds change of command ceremony - _URL  @CNICHQ _IMAGE	219
__label__moderate	Time to hit the books! #BackToSchool #ForgedByTheSea _RETWEET …	3989
__label__moderate	.@USSHarrySTruman, keep working to maintain our #NavyReadiness to #GiveEmHell! _RETWEET …	2306
__label__moderate	MT @SurfaceWarriors: The @USNavy's newest amphibious transport dock ship, the future #USSPortland #LPD27, will be commissioned today in #Portland, Oregon. _IMAGE	2121
__label__moderate	It's #NationalHighFiveDay! Be sure to high five the most awesome #USNavy Sailor you know providing on-call scalable options around the world _IMAGE	460
__label__small	BZ! MT @WBALPete: Jordan Tropf wins Baltimore Marathon. Wire to wire. Never challenged, was remarkable to be watch his journey. #BaltRunFest _IMAGE	1369
__label__high	Happy #4thofJuly! The #USNavy is honored to serve the United States of America and defend freedom and democracy around the world. _IMAGE	3830
__label__moderate	MT @USNavyEurope: #USSGeorgeHWBush from the eyes of an MH-60R Sea Hawk & crewmember while maintaining #SteadyPresence in #MediterraneanSea. _IMAGE	959
__label__moderate	#USNavy photos of the day: Naval #ROTC midshipmen receive firefighting training, #USSJohnPMurtha gets boarded during a#VBSS drill, #USSPorter readies for a replenishment-at-sea, and Southern Partnership Station 2019 is underway. info & download: _URL … _IMAGE	3958
__label__moderate	Anchors Aweigh! MT @NavalAcademy: The plebes participate in seamanship and navigation class on yard patrol crafts. #PlebeSummer #USNA _IMAGE	950
__label__moderate	Staying physically fit directly affects #NavyReadiness; take it from active-duty #USNavy Sailor Ashley Sepulveda. Watch Now: _URL  _IMAGE	4464
__label__small	Sharing thoughts on the future of science-related topics and maritime research, @USNavyResearch Global advances U.S.-German scientific collaboration - _URL … _IMAGE	3793
__label__high	#WhatImKnownForIn4Words: Protecting and defending America! _IMAGE	1894
__label__moderate	.@USNavyEurope commander visits Her Majesty's Naval Base Clyde in Faslane, Scotland, strengthening #USNavy and @RoyalNavy partnership - _URL … _IMAGE	2496
__label__moderate	#USSTheodoreRoosevelt CSG begins COMPTUEX, final work-up phase prior to deployment scheduled later this year - _URL  _IMAGE	988
__label__high	MT @SurfaceWarriors: #USSCarlVinson Strike Group redirection displays presence & flexibility importance _URL  (File pic) _IMAGE	424
__label__small	Thanks for the catch!	2441
__label__moderate	#ICYMI: #SanDiego SEALs honor fallen teammate SO1 Remington Peters who died during #FleetWeekNYC - _URL  _IMAGE	669
__label__moderate	#USNavy photos of the day: #USSMichaelMurphy arrives in Valparaiso, #Chile, the 2019 @DeptofDefense @warriorgames are underway, #USSCurtisWilbur and the Royal Canadian Navy operate in the #SouthChinaSea, and #USSMaryland returns home. Info and download: _URL … _IMAGE	3791
__label__high	LIVE SOON: @POTUS @realDonaldTrump awards retired #USNavy Master Chief Petty Officer (SEAL) Britt Slabinski the #MedalOfHonor at the @WhiteHouse for his heroic actions in March 2002 in Afghanistan. : _URL … _IMAGE	2242
__label__moderate	Over the past year, #USNavy began implementing 100+ recommendations and reprogramming $1B+ with the goal of restoring surface readiness. We look forward to the Fleet's feedback as Navy leaders travel to hear from Sailors - _URL … _IMAGE	2419
__label__moderate	MT @USNavyEurope: #USSOscarAustin arrives in Bergen, Norway for scheduled port visit Aug. 27. = #PartnerStrong _IMAGE	1142
__label__moderate	MT @CNRMA: #USNavy installations across the US are actively participating in the training exercise #CitadelShield #SolidCurtain 2019 to ensure #NavyReadiness - _URL … _IMAGE	3160
__label__moderate	MT @USPacificFleet: #USSBonhommeRichard, @USMC depart Okinawa to continue regional patrol, join exercise #CobraGold - _URL … _IMAGE	1850
__label__moderate	Attention all affected #USNavy Sailors and family members, make sure your voice is heard! _RETWEET …	3448
__label__small	LIVE SOON: Day 3 keynote address by @USFleetForces’ Adm. Christopher Grady at the 2019 Surface Navy Association National Symposium. #SNA2019 _URL …	3083
__label__small	MT @CNORichardson: Our #USNavy will approach leader development as if traveling down a path with two lanes: Competence and, just as important, character. Both are essential to fulfilling the Charge of Command. _URL … _IMAGE	2053
__label__small	 LIVE THIS MORNING9:45A ET: #USNavy boot camp graduation - _URL  10A ET: @SECNAV farewell - _URL  _IMAGE	20
__label__moderate	Don't miss out on this once in a lifetime opportunity! _RETWEET …	3583
__label__high	#ICYMI: #USNavy F-35C achieves Initial Operational Capability, increasing #NavyLethality and expanding #NavyCapacity - _URL … @flynavy _IMAGE	3269
__label__moderate	LIVE 10A ET: #USSRalphJohnson commissioning ceremony in @CityCharleston: _URL … or #Periscope: _URL … _IMAGE	2011
__label__small	.@NavalAcademy holds #ShipSelection17 night - _URL  _IMAGE	99
__label__moderate	Hey! @USArmy, #ICYMI, the @NavalAcademy midshipman were victorious against the @AF_Academy Falcons! See you on the gridiron at 3pm, Dec. 14. #commanderInChiefTrophy19 #GoNavy #BeatArmy _RETWEET …	4193
__label__moderate	Today's #USNavy photos of the day:Surgery is performed aboard #USNSComfort in #Colombia, an F/A-18F Super Hornet launches aboard @USSHARRYSTRUMAN, Sailors handle ordnance aboard #USSEssex, and #USSMason maintans #NavyReadiness. and : _URL … _IMAGE	2875
__label__small	#USNavy updates medical waiver process, establishing standardized process that affords pathway to appeal medical waiver recommendations - _URL … via @NavyMedicine _IMAGE	3210
__label__high	"RT to wish our Seabees a #HappyBirthday! Thanks for 75 years of building & fighting with your ""Can Do"" attitude - _URL  _IMAGE"	243
__label__high	#LIVENOW: Watch as the #USNavy's newest Freedom-variant littoral combat ship, USS Billings (LCS 15), joins the fleet during its commissioning ceremony in Key West, Florida. _RETWEET …	3932
__label__moderate	Around the fleet with today's #USNavy photos of day:#USStockdale maneuvers at sea, a Sailor mans a machine gun in a MH-60S Sea Hawk helicopter, Riverines provide security at sunrise, and a chief reunites with his family. info and download: _URL … _IMAGE	2192
__label__moderate	LIVE 9:45AM ET: Watch #USNavy's newest Sailors graduate boot camp before they're #ForgedByTheSea _URL … _IMAGE	4440
__label__high	#LIVE NOW ET: #PearlHarbor76 Remembrance Day Ceremony: _URL … _IMAGE	1575
__label__moderate	@CNORichardson kicked off a multi-day trip Wednesday to South America, strengthening and expanding our #USNavy partnerships. #NavyLethality _RETWEET …	2440
__label__small	Welcome aboard, @dennyhamlin! _RETWEET …	3447
__label__small	#SNA2017 Wednesday #USNavy webcastsNOW: Mine Warfare Panel4:15P ET: PACFLT Surface SAG Deployment Panel _URL  _IMAGE	41
__label__small	Be sure to tune in and watch @secnav76 deliver remarks to @NPS_Monterey's latest graduating class. _RETWEET …	3383
__label__high	Underway! Shift colors! #USSKearsarge departs #FleetWeekNYC _URL …	662
__label__moderate	#USNavy photos of day: #USSDwightDEisenhower heads back to sea, #USSPorter fires its Mark 45 5-inch gun, a MH-60S Sea Hawk helicopter helps fight fire in Santa Rita, #Guam, and the @BlueAngels perform a flight demonstration! info and download: _URL … _IMAGE	3378
__label__moderate	A trailblazing shipmate, Raye Montague, overcame adversity and forever left her mark on our #USNavy. On Wednesday, she passed at age 83. #ICYMI, @AllHandsMag spoke with her about breaking barriers - _URL … _IMAGE	2759
__label__small	RT @CNORichardson: Team, we wrapped up a great visit with our partners in the Royal Danish Navy. It was very important for me to stop in #Denmark to recognize the importance of our partnership and to discuss ways to make it even stronger going forward. _URL … _IMAGE	2361
__label__moderate	MT @VP: On our way to Newport News, VA for #SSN789 #IndianaChristening ceremony, the #USNavy's newest Virginia-class fast attack submarine. _IMAGE	518
__label__moderate	MT @US7thFleet: Welcome #USSNimitz to the #7thFleet area of operation! _IMAGE	780
__label__high	Today's #USNavy photos of the day:An F/A-18F Super Hornet prepares for launch aboard @USSHARRYSTRUMAN, two LCACs fly by #USSomerset, air department huddles aboard #USSJohnCStennis, and #USSChungHoon gets re-supplied at night. and : _URL … _IMAGE	2897
__label__moderate	#USNavy photos of the day: Amphibious assault vehicles take the beach during #TalismanSabre 2019, Navy #ROTC midshipmen receive training, #DuluthNavyWeek is underway, and Riverine Sailors fire away in #SanDiego. info and download: _URL … _IMAGE	3880
__label__moderate	ICYMI: Yesterday your #USNavy accepted delivery of the future attack submarine #USSIndiana (SSN 789). Indiana is the 16th submarine of the Virginia Class. #NavyTheNationNeeds _URL … _IMAGE	2355
__label__moderate	That #FridayFeeling when you've learned that you're a #USNavy chief petty officer selectee! _IMAGE	999
__label__moderate	Check out the #USNavy photos of the day: Service Members conduct a repatriation ceremony, a rainbow shines during #RIMPAC, a #Sailor observes flight-ops aboard @USSHARRYSTRUMAN, and @gipper76 fires it's #MK38 machine gun. Download all the action here: _URL  _IMAGE	2391
__label__high	"#ICYMI: A #USNavy P-8A Poseidon aircraft from the ""Mad Foxes"" of Patrol Squadron (VP) 5, successfully located a vessel Sep. 14 that had been missing nearly a week. All four adults and three children were recovered safely. #NavyCapacity #NavyReadiness _URL … _IMAGE"	4109
__label__moderate	MT @USNavyEurope: #USSCarney & #USSHueCity moored in Odessa, #Ukraine readying for at sea phase of exercise #SeaBreeze 2017. #ReadyForces _IMAGE	878
__label__moderate	Survivors of #USSCole Oct. 12, 200 attack recount stories of terror and heroism - _URL … via @AllHandsMag _IMAGE	1329
__label__small	MT @LHD6BHR: #USSBonhommeRichard Sailors have been busy giving our ship a fresh makeover. #WeAreBHR _IMAGE	421
