__label__small	Dial 011-81-46-816 and then any one of those extensions.	756
__label__high	Aircraft embarked aboard the aircraft carrier #USSAbrahamLincoln conduct flight operations in the Arabian Sea. #1 #NavyReadiness _IMAGE	4426
__label__moderate	#FlyNavy is in action for exercise @TalismanSabre 2019! _RETWEET …	3865
__label__small	MT @USPacificFleet: #USNavy LCS Crew 203 relieves Crew 204 aboard #USSCoronado in #Singapore - _URL  _IMAGE	444
__label__high	#USSJohnCStennis & #USSEssex strike groups conducted operations in Arabian Sea Dec 14.#USNavy functions as integrated naval force, providing maritime dominance for our nation & its partners as America's forward deployed force _URL … #NavyLethality #NavyCapacity _IMAGE	2977
__label__moderate	LIVE NOW: Watch #USNavy's newest Sailors graduate boot camp before they’re #ForgedByTheSea. _URL … _IMAGE	3807
__label__moderate	Don't miss out on this once in a lifetime opportunity! _RETWEET …	3583
__label__moderate	#USNavy sets new physical fitness standard to start boot camp - _URL … _IMAGE	1480
__label__moderate	 LIVE SOON: #USSWichita joins the #USNavy fleet, increasing our #NavyLethality and expanding our #NavyCapacity. _URL …	3054
__label__small	Tank you for your support! #GoNavy	2465
__label__small	MT @NavStress: If you or a shipmate need help, reach out. Call or chat 24/7: 1-800-273-8255, press 1 or text 838255 #1SmallACT _IMAGE	578
__label__moderate	MT @Amphib7FLT: #USSMakinisland now operating in @US7thFleet, standing ready to respond to any contingency. #PacificPresence _IMAGE	338
__label__high	It took over 70 years, but today 94 year-old @USNavy veteran Sylvan Vigness finally received his #PurpleHeart. Read the full story: _URL … _IMAGE	1813
__label__moderate	Getting #USNavy Super Hornets back into the fight, @lemoore_nas strike fighter squadrons returning more jets to flight line thanks to O-Level reform - _URL … _IMAGE	3524
__label__small	Good listening for #PodcastFriday! MT @USNavyEurope: Adm. Foggo's #podcast is out with a new episode & it is ALL about #Africa. He talks about his trip to Africa, exercises #Cutlass #Obangame #Phoenix, his concerns about #China & more! - _URL … _IMAGE	3408
__label__moderate	Sailors, as #Winter approaches, stay up-to-date on recent uniform changes - _URL … _IMAGE	4424
__label__moderate	From the depths to the stars, we are #ForgedByTheSea in @AmericasNavy. _IMAGE	1682
__label__high	#USNavy photos of the day: #USSMichaelMurphy and crew return home, Chief Selectees visit @USSConstitution during #CPO Heritage Week, a Sailor wrenches on a MH-60R Sea Hawk helicopter, and the @BlueAngels fly over Chicago! info & download : _URL … _IMAGE	3998
__label__high	This Saturday, #USNavy will grow when future #USSMichaelMonsoor #DDG1001 joins the fleet during its commissioning ceremony at 1P ET / 10A PT. _URL … _URL … _IMAGE	3100
__label__small	#TBT to May 16 2015: Future #USSIndiana #SSN789 keel laying at @hiindustries. This Saturday is #IndianaChristening _URL  _IMAGE	506
__label__moderate	Friday's #USNavy photos of the day: A 5-inch gun fires away during #EagleResponse18, an F/A-18 Super Hornet lands aboard #USSAbrahamLincoln, #USSHawaii holds a change of command, and #USSJasonDunham transits the #RedSea! Download all the action here: _URL … _IMAGE	2470
__label__small	Check out the official crest for the re-established Commander, U.S. 2nd Fleet (C2F)! Be sure to watch the #US2ndFleet establishment ceremony right here this Friday at 10A ET. The ceremony will be held by @USFleetForces at Naval Station Norfolk - _URL … _IMAGE	2545
__label__small	#HappyBirthday!	1966
__label__high	We #HonorTheFallen #Fitzgerald7 “#USNavy Remembers Our Fallen #USSFitzgerald Shipmates” _RETWEET …	819
__label__high	#USSJohnCStennis underway for sea trials ahead of schedule - _URL … _IMAGE	1053
__label__moderate	LIVE 10:30A ET: Watch as our newest #USNavy chief petty officers in National Capital Region are pinned with anchors and are advanced to rank of chief during a ceremony with @CNORichardson at @NavyMemorial in Washington, D.C.: _URL … _IMAGE	2630
__label__moderate	#USNavy to christen future #USSDelbertDBlack #DDG119 Saturday - _URL … _IMAGE	1412
__label__moderate	#ICYMI: #SanDiego SEALs honor fallen teammate SO1 Remington Peters who died during #FleetWeekNYC - _URL  _IMAGE	669
__label__moderate	Sailors, the new fiscal year is near. Be sure to stay informed on all mandatory General Military Training requirements - _URL … _IMAGE	3964
__label__small	#USNavy announces increased incentives and assignment changes for some forward deployed Sailors - _URL … _IMAGE	1909
__label__small	#NashvilleNavyWeek is underway! Stay up to date on all the action here: _URL … _RETWEET …	3674
__label__high	MT @USNavyEurope: #USSDonaldCook & @TSKGnkur Yavuz-class frigate #TSFatih conducted a maritime training exercise in the #BlackSea reinforcing a long-standing relationship between @NATO allies. #NavyPartnerships _IMAGE	3237
__label__moderate	#USNavy photos of the day: International exercise #TigerTRIUMPH starts in India, #EODMU5 participates in #Dugong2019, #NMCB-3 holds a field training exercise and #USNavy corpsmen train with #USMC info & download : _URL ?… _RETWEET  _IMAGE	4330
__label__moderate	We're looking for the best of our best to turn civilians into #USNavy Sailors - _URL  _IMAGE	218
__label__moderate	Today is #WorldMentalHealthDay. It takes true bravery to get help when you need it, just like this #USNavy Chief Petty Officer did. Read her story here: _URL … _IMAGE	4205
__label__moderate	Sailors, being squared away never stops. Make sure you stay up to date on 2019 #USNavy personnel and policy announcements that affect you and your family. _URL … _IMAGE	3914
__label__moderate	RT @USPacificFleet: Ships from the @IndianNavy, Japan Maritime Self-Defense Force and @USNavy steam in formation off the coast of Guam on Friday as part of #Malabar 2018, an exercise that's advancing interoperability between the three services. @US7thFleet @JMSDF_PAO _IMAGE	2315
__label__moderate	#DYK: #USSGeraldRFord honors 38th president & #USNavy veteran, paying tribute to a lifetime of service - _URL  @USNHistory _IMAGE	938
__label__small	@chrisrsheldon @kevintshea @DennisRobaugh,Naglak is from West Windsor, New Jersey.Photos: _URL … _URL … _URL …Press release: _URL …For more info, call 7036149154 or DM us.	2663
__label__moderate	Ahead of Hurricane #Florence's landfall, the @DeptofDefense proactively positioned forces across the full spectrum of DoD capabilities at every level – by air, by sea and by land – to respond as soon as a request is made. Follow #USNavy coverage: _URL … _IMAGE	2632
__label__small	LIVE 1P ET: James Geurts (Assistant Secretary of the Navy for Research, Development and Acquisition) participates in #CXOtalk about innovation in US government. #NavyInnovates: _URL …: _URL … _IMAGE	2405
__label__moderate	Small businesses are essential to Dept. of the #USNavy’s acquisition strategies for #NavyTheNationNeeds.This year, we’re approaching $10 billion of contracts awarded to #SmallBusiness.: _URL …#NavyInnovates #NavyLethality #AFCEASmallBusiness @SBAgov _IMAGE	2435
__label__high	More than 800 family, friends and service members pay their final respects to retired #MedalOfHonor receipient Capt. Thomas J. Hudner Jr. - _URL … _IMAGE	1485
__label__small	MT @USPacificFleet: #3rdFleetForward #USSterett visits Subic Bay, #Philippines during Western Pacific operations - _URL  _IMAGE	775
__label__high	Fair winds and following seas, Sir. #Remembering41 _RETWEET …	2934
__label__high	LIVE NOW: Watch #USNavy's newest Sailors graduate boot camp! Welcome to the fleet. #ForgedByTheSea _RETWEET …	2504
__label__small	#WednesdayWisdom #ICYMI:Strong partnerships are key to #USNavy success. Read more about how our past, present, and future links with Spain in this blog by @USNavyEurope/@USNavyAfrica's Adm. James G. Foggo II - _URL … @USembassyMadrid _IMAGE	2332
__label__moderate	That #FridayFeeling when you're about to join the #USNavy fleet!On Saturday at 10A ET / 7A PT, future #USSCharleston #LCS18 will be commissioned in #Charleston, #SouthCarolina. @SenatorTimScott _URL …	3252
__label__high	#USNavy to christen its newest attack submarine, the future USS Oregon - _URL … _IMAGE	4184
__label__moderate	#USNavy launches 2018 Full Speed Ahead 2.0 training - _URL … _IMAGE	1645
__label__high	#ChildhoodDreamIn5Words: To be a #USNavy Sailor! _IMAGE	1038
__label__high	We're just days away from the beginning of #TridentJuncture, and we're ready for the exercise that will test @NATO's ability to plan and conduct a major collective defense operation - _URL … #NavyReadiness #NavyPartnerships _IMAGE	2775
__label__moderate	.@NASKeyWest essential personnel asked to return to the base following Hurricane #Irma - _URL … (File photo) _IMAGE	1202
__label__small	MT @CNORichardson: I am hopeful, willing to do whatever it takes - working together to get resources & support that Sailors need & deserve.	726
__label__small	Live webcasts of #SNA2017 Symposium: “Distributed Lethality, Enabling #SeaControl” sessions begin today 1P ET - _URL  _IMAGE	39
__label__high	#HappyBirthday to the @BlueAngels! For 72 years and counting, they’ve been showcasing the pride and professionalism of the #USNavy and @USMC across the country through flight demonstrations and community outreach! @NavyOutreach _IMAGE	2133
__label__moderate	MT @USPacificFleet: #Malabar 2018 exercise heads to sea off Guam after several days of professional and social activities in port - _URL … @indiannavy @JMSDF_PAO @US7thFleet #USNavy _IMAGE	2308
__label__high	#USNavy photos of the day: #USSPorter conducts a general quarters drill, it's picture day for the #USSJohnCStennis air department, @CNORichardson speaks aboard @CVN78_GRFord, and #USSNorthDakota pulls into its new homeport! info and download: _URL … _IMAGE	3169
__label__high	The largest @NATO exercise since 2015 is now underway.#USNavy @USSHarrySTruman is participating in #TridentJuncture, helping to test #NATO’s ability to plan and conduct a major collective defense operation - _URL … #NavyReadiness _IMAGE	2790
__label__small	#OTD 2009 : Amphibious assault ship #USSMakinIsland is commissioned as the eighth and final vessel of the #USSWasp class at #NASNorth Island. _IMAGE	1476
__label__high	It's #ChiefSeason, and 1st Petty Officers around the fleet are transitioning to Chief Petty Officer (E7), focusing on naval heritage, accountability and leadership. For some they are learning the ropes aboard America's Ship of State, #USSConstitution. #AtTheHelm _IMAGE	4015
__label__moderate	Welcome aboard Sir! Deputy Prime Minister of Australia @M_McCormackMP visits #USSRonaldReagan during #TalismanSabre 2019- _URL … _IMAGE	3882
__label__high	#TBT to January 2017: @CVN77_GHWB departed Naval Station Norfolk for its third deployment. _IMAGE	1081
__label__small	7:14P ET Update: Number of personnel injuries being determined - _URL  3/6	737
__label__small	Increasing #NavyReadiness and strengthening #NavyPartnerships during @ExerciseCG _RETWEET …	3216
__label__high	On this POW/MIA Recognition Day and everyday, we remember our shipmates who never returned home. _IMAGE	1212
__label__small	Keel laid for future USS Lenah H Sutcliffe Higbee - _URL … via @NAVSEA _IMAGE	1467
__label__high	Congratulation, Sir. Huan Nguyen becomes first Vietnamese American #USNavy Rear Admiral - _URL … _IMAGE	4213
__label__high	Reports that an armada of @USNavy warships heading toward Middle East are false. #USSHarrySTruman Carrier Strike Group is on a regularly scheduled deployment to conduct maritime security ops & theater security cooperation alongside allies/partners as announced April 11 @FoxNews	2085
__label__moderate	LIVE 9:45AM ET: Watch #USNavy's newest Sailors graduate boot camp - _URL  _IMAGE	973
__label__small	#USNavy photos of the day: #USSGridley arrives in #NovaScotia, a Sailor takes the E-6 exam, #USSMontgomery conducts a VBSS drill as part of the ASEAN-U.S. Maritime Exercise #AUMX, and Sailors team up with their Filipino counterparts. info & download _URL … _IMAGE	4073
__label__small	CSADD Receives 2017 Bob Feller Act of Valor Award - _URL … _IMAGE	1608
__label__high	LIVE NOW: Watch as the Navy's newest Sailors graduate #USNavy boot camp and prepare to get #ForgedByTheSea! Welcome to the fleet, shipmates. _RETWEET …	2766
__label__moderate	#USNavy photos of day: #USSWilliamPLawrence sits moored in #Singapore, a Naval Aircrewman eyes #USSAbrahamLincoln, #USSJohnCStennis pulls into Naval Station Mayport, and Sailors parade the colors during Navy Day at #TheAlamo. info and download: _URL … _IMAGE	3576
__label__small	RT @secnav76: Today, #SECNAV76 named @USNavy 's newest Freedom variant #LCS #USSBeloit (LCS 29). _URL … _IMAGE	2716
__label__moderate	The #USNavy photos of the day: @VP visits #USNSComfort ahead of #EnduringPromise, #USSAbrahamLincoln conducts flight operations, a #Riverine test his aim, and Navy cyclists train for the 2019 @HendrickArnold @warriorgames! Info and download: _URL … _IMAGE	3769
__label__small	NOW: James Geurts (Assistant Secretary of the Navy for Research, Development and Acquisition) participating in #CXOtalk about innovation in US government. #NavyInnovates: _URL …: _URL … _RETWEET …	2401
__label__high	#LIVENOW: Watch as the #USNavy's newest Freedom-variant littoral combat ship, USS Billings (LCS 15), joins the fleet during its commissioning ceremony in Key West, Florida. _RETWEET …	3932
__label__moderate	ICYMI: Master Chief Petty Officer of the Navy Russell Smith was officially pinned to #MCPON, Aug. 31, while underway aboard #USSConstitution! Smith will serve as the #USNavy's senior-ranking enlisted leader and advisor to @CNORichardson. — _URL … _IMAGE	2592
__label__small	Check out the latest from @CNORichardson's trip to #SouthAmerica and his time spent in #Brazil strengthening an important #USNavy partnership. _RETWEET …	2467
__label__moderate	Around the fleet with Wednesday's photos of the day:@BlueAngels take flight over #Biloxi, #RIMPAC replenishment-at sea, #Fargo-Moorhead Metro gets to know our #USNavy, and Seabees unload a mooring buoy. info and download: _URL … _IMAGE	2442
__label__moderate	MT @USNavyEurope: Sailors participate in a 9MM pistol qualifications course during a live-fire exercise aboard #USSBulkeley while operating in #US6thFleet, Sunday. #NavyReadiness _IMAGE	2713
__label__small	#ICYMI: On this #PodcastFriday, @CNORichardson’s Battle of #Midway75 commemoration speech aboard @USSMidwayMuseum - _URL  _IMAGE	697
__label__moderate	#USNavy photos of the day: It's picture day for exercise #PacificGriffin 2019, a Sailor stands watch aboard #USSGreenBay, #USSDwightDEisenhower concludes TSTA/FEP, and it's time for target practice aboard #USSGridley. info & download _URL … _IMAGE	4178
__label__moderate	#TBT to April 11, 2018: @USSHarrySTruman Carrier Strike Group deployed from Norfolk. Since then, it has supported maritime security operations & operated in international waters across the globe. On this Sunday, its nearly 6,500 Sailors will return home - _URL … _IMAGE	2967
__label__moderate	The #USNavy photos of day: #USSCurtisWilbur fires its 5-inch gun, the @BlueAngels prepare for their season opener this weekend, Seabees and @usairforce engineers repair an airfield in Guam, and #USSZumwalt departs #SanDiego! info and download: _URL … _IMAGE	3304
__label__moderate	Strengthening #NavyPartnerships and enhancing anti-submarine warfare in the North Atlantic. _RETWEET …	3844
__label__small	Our #USNavy reflects nation we serve and is strengthened by diversity of our people… like more than 300 @USNavy and @USMC officers commissioned through @PVAMU’s #NROTC program - first historically black college/university to host NROTC beginning in 1968. #BlackHistoryMonth _RETWEET …	1885
__label__moderate	America's #BlueGreenTeam! MT @MarForEUR_AF: Staying sharp aboard #USSanDiego in the Mediterranean Sea! #ReadyForces _IMAGE	1427
__label__moderate	#USStethem returned to the #US3rdFleet area of operations yesterday following 14 years of forward-deployed service in the #IndoPacific region operating from #Japan. #NavyCapacity (File photo) - _URL … _IMAGE	3813
__label__small	#USNavy announces advancement policy updates, rewarding Sailors demonstrating sustained superior performance - _URL … via @usnpeople _IMAGE	3002
__label__moderate	MT @DeptOfDefense: A distinction no one wants, but one these moms wear proudly - _URL … #GoldStarMothersDay _IMAGE	1249
__label__high	Efforts, like one in Colombia where we’re working alongside an indigenous population in the search for water there, help us grow our relationships with our partner nations - _URL … #NavyPartnerships @USEmbassyBogota _IMAGE	2603
__label__small	.@secnav76 Richard V. Spencer poses with Warfare Tactics Instructors (WTI) assigned to the Naval Surface and Mine Warfighting Development Center at #SNA2018, Jan 11. SMWDC's mission is to increase the lethality and tactical proficiency of the Surface Force. _IMAGE	1771
__label__moderate	Since we’re a forward Navy, many of our shipmates are away from their families this Thanksgiving, but they still got a taste of home. Let's do the math - _URL … _IMAGE	1533
__label__small	MT @USNavyEurope: U.S. Marines arrived in Swinoujscie, #Poland before getting underway with #USSArlington for #BALTOPS, June 3. _IMAGE	694
__label__high	Today and every day, we're thankful for our #USNavy family and the opportunity to defend freedom and democracy around the world. #HappyThanksgiving to all and especially to those forward-deployed Sailors on watch right now! _IMAGE	4379
__label__high	LIVE NOW: Watch#USNavy’s newest Sailors graduate boot camp and prepare to get #ForgedByTheSea. _URL … _IMAGE	4187
__label__moderate	MT @navyregsw: Welcome aboard #USNavy #F35-C to NAS Lemoore! Ready to join the fight! @FlyNavy _IMAGE	90
__label__moderate	#USNavy photos of the day: #USNSComfort provides dental care in St.Kitts and Nevis, #USSNormandy readies to depart Greece, it's story time for an #RTC Sailor, and #USSAmerica transits the eastern Pacific. info & download _URL … _IMAGE	4215
__label__moderate	Today your #USNavy kicks off MaritimeTraining Activity #SamaSama2018, a week-long engagement that is designed to strengthen our partnership with @PN_Speak while cooperatively ensuring maritime security, stability and prosperity in the region. - _URL … _IMAGE	2383
__label__high	On the path towards increased naval power for our #NavyTheNationNeeds. _RETWEET …	2204
__label__small	BZ! MT @CNICHQ: Congrats to @Navy_Region_SE for being awarded Meritorious Unit Citation during their change of command ceremony Thursday. _IMAGE	224
__label__moderate	UPDATE: Last of the eight personnel injured during the Dec. 6, active shooter incident onboard @NASPCOLA has been discharged from the hospital. #Pensacola #PensacolaShooting _URL … _IMAGE	4445
__label__moderate	#USNavy photos of the day: A #Seabee celebrates with locals in #Djibouti, #USSAbrahamLincoln transits the #AtlanticOcean during #COMPTUEX, #USSomerset conducts exercise #IronFist2019 with the #JMSDF, and an #LCAC enters #USSWasp!Info and download: _URL … _IMAGE	3151
__label__moderate	MT @USPacificFleet: Join us live today at 10 a.m. HT (4 p.m. ET) as Adm. John C. Aquilino assumes command of Pacific Fleet from Adm. Scott H. Swift during a ceremony at Pearl Harbor - _URL … _IMAGE	2220
__label__moderate	MT @PacificCommand: Sailors inspect aircraft & perform maintenance aboard #USSTheodoreRoosevelt, ensuring carrier is ready for flight ops _IMAGE	1428
__label__moderate	.@SECNAV76 names newest #USNavy destroyer in honor of @USMC #Vietnam veteran and Navy Cross recipient Lance Cpl. Patrick Gallagher - _URL … @USEmbassyDublin @VVAmerica _IMAGE	1954
__label__small	#WednesdayWisdom: Teamwork and perseverance to overcome obstacles are the key components that drive our #OneNavyTeam. _IMAGE	594
__label__high	We're a forward navy so not every Sailor can be home for the holidays with family, but our #USNavy family is the next best thing. #MerryChristmas and #HappyHolidays! _IMAGE	1671
__label__moderate	#USNSComfort deploying to Central America and South America in late September to begin a two-month humanitarian mission with stops in Colombia and the region - _URL … (File photo) _IMAGE	2552
__label__moderate	#LIVENOW: Be sure to tune in and watch @CNORichardson speak at that Future Security Forum (Future of War Conference). _RETWEET …	3514
__label__small	Navy College Program Marks Success with Expanded Virtual Tools, Customer Service - _URL … _IMAGE	3799
__label__high	Bringing the BOOM! #USNavy, Royal Thai Navy explosive ordnance disposal #EOD technicians exchange knowledge during #CARAT 2019 - _URL … _IMAGE	3672
__label__moderate	One team, one fight as America's defense! MT @NFL: Dozens of Sailors, Marines, Coast Guardsmen visit with @nflcommish during #FleetWeekNYC. _IMAGE	629
__label__moderate	That #FridayFeeling when you get to take time during deployment for a swim call in the #MediterraneanSea! _IMAGE	698
__label__moderate	Applications being accepted for Seaman-To-Admiral (STA-21) commissioning program until July 1 - _URL  _IMAGE	461
__label__high	Honoring our #USNavy history and our fallen Shipmates, Wasp Amphibious Ready Group reflects while passing through the Coral Sea - _URL … _IMAGE	3945
__label__moderate	Celebrate #NationalScienceFictionDay with a look at four science fiction-like technologies that the #USNavy is developing and researching. @usnavyresearch _URL …	1702
__label__small	Future four-legged shipmate! Puskos, a Jagdterrier military working dog drug detector, begin the certification process. #NationalPuppyDay _IMAGE	314
__label__small	Bravo Zulu shipmates on completing #PP18! We are proud of all the medical, humanitarian assistance/disaster relief, engineering and community relation work you did to strengthen #USNavy partnerships across the Pacific. _URL … _IMAGE	2336
__label__small	#ICYMI: #USSJohnSMcCain sailed into 2017 with a #USNavy tradition: poetic midnight deck log entry - _URL  #HappyNewYear _IMAGE	2
__label__moderate	On June 6, 1944, nearly 160,00 Allied troops landed along a heavily fortified, 50-mile stretch of French coastline in operation known as D-Day. — by day's end, the Allies had gained a foothold to begin liberating Europe. #DDay75 _URL … _IMAGE	3689
__label__small	Last week more than 100 senior command master chiefs from around the fleet, along with several previous MCPONs, participated in @NavyMCPON's Leadership Mess Symposium. Deckplate leadership is key to maintaining a well-trained and ready fleet - _URL … _IMAGE	3393
__label__high	That #FridayFeeling when you're contributing to a multi-agency and joint effort to provide relief from Hurricane #Maria. @fema _IMAGE	1272
__label__moderate	#USNavy photos of the day: #USSAmerica arrives in Japan, #USSHarrySTruman transits the Strait of Gibraltar, #USSTheodoreRoosevelt moves ordnance on the flight deck and USSGeraldRFord inventories spare parts. info & download : _URL  _IMAGE	4410
__label__moderate	First #NavyWeek of 2018 underway in #SanAntonio - _URL … via @NavyOutreach@COSAGOV _RETWEET …	1902
__label__small	Thanks for staying #USNavy shipmates!   _RETWEET …	1019
__label__moderate	LIVE NOW: Watch #USNavy's newest Sailors graduate boot camp before they’re #ForgedByTheSea. _URL …	3051
__label__moderate	The #USNavy Hospital ship #USNSComfort (T-AH 20) has arrived in Kingston, Jamaica, as it prepares for a six-day medical mission. Comfort is working with local health and government partners to provide care on the ship and at land-based medical sites. BZ, shipmates! _IMAGE	4260
__label__moderate	.@CNORichardson statement on #USNavy #USSFitzgerald collision. _IMAGE	742
__label__moderate	Around fleet in today's #USNavy photos of day:#USSRoss Sailors maintain readiness, #USSIwoJima transits #SuezCanal, #MedalOfHonor recipient heads to resting place, Sailors handle mooring lines aboard #USSTheodoreRoosevelt info and download: _URL … _IMAGE	2039
__label__moderate	While in Port Moresby, #PapuaNewGuinea for @APEC’s Asia-Pacific Economic Cooperation #APEC2018 conference, #USSGreenBay hosted local media for a tour of the ship and a chance to meet #USNavy Sailors and @USMC Marines. _IMAGE	2855
__label__moderate	Around the fleet with today's #USNavy photos of the day:Ice dive training in Minnesota, @ExerciseCG amphibious operations, #USSChief visits Bruneil, and #selfie time in Thailand. info and download: _URL … _IMAGE	3211
__label__high	"MT @USPacificFleet: #USSJohnCStennis earns Pacific-based aircraft carrier Battle ""E"" award: _URL  @flynavy #USNavy _IMAGE"	335
__label__moderate	Happy #AviationMaintenanceTechnicianDay! We want to thank all Sailors and aircraft maintainers who work tirelessly on all #USNavy aircraft across the fleet. You are the nuts and bolts of the operation, and essential in maintaining #NavyReadiness, and the safety of our pilots. _IMAGE	2243
__label__moderate	Taking time to engage with those who together are the #USNavy's biggest strength, @USNavyCNO & @NavyMCPON visit Sailors in Mayport and Jacksonville - _URL … _IMAGE	4116
__label__moderate	#USNavy photos of day: Tunisian military leaders observe flight-ops aboard #USSAbrahamLincoln, #USSRoss and the Turkish Navy operate in the #BlackSea, #FleetWeek Port Everglades kicks off, and #USSMontgomery fires its 57 mm gun. Info and download: _URL … _IMAGE	3521
__label__small	RT @USNavyAfrica: #USSRoss arrived in #Agadir, #Morocco for a scheduled port visit to enhance U.S.-Morocco relations and strengthen regional security and stability. #ReadyForces #PartnerStrong _IMAGE	1757
__label__high	#WhatImKnownForIn4Words: Protecting and defending America! _IMAGE	1894
__label__moderate	"MT @USNavyEurope: ""Those who forged victory in WWI reach out in spirit to today’s young patriots who are still fighting for freedom in distant lands; giving of themselves so that others may have a brighter future."" - Adm. James G. Foggo II #ArmisticeDay #VeteransDay _IMAGE"	2839
__label__moderate	MT @USNavyEurope: F/A-18E Super Hornet breaks the sound barrier during an air power demonstration rehearsal, Aug. 9.#ReadyForces _IMAGE	1040
__label__small	Personnel and their families are advised to visit the Ready Navy website at _URL … and follow @ReadyNavy. The NFAAS website is available at _URL …. _RETWEET …	4050
__label__moderate	MT @SECNAV76: On Monday, #SECNAV76 swore in Melissa Cohen as the next director of the Department of the Navy's Sexual Assault Prevention and Response Office. _IMAGE	3037
__label__small	#PacificPartnership 2018 concludes in Federated States of Micronesia and now heads to Republic of Palau for second stop of mission - _URL … _IMAGE	2032
__label__moderate	It’s one of the most demanding assignments in the #USNavy — but also one of the most rewarding. On Sept. 30, follow along as we take you behind the scenes to show you what life is like for those who train the next generation of Navy Sailors. WATCH NOW: _URL … _IMAGE	4146
__label__small	Your #USNavy photos of the day: #NavyWeekSacramento holds ceremony at local 9/11 memorial, #F35B Lightning II aircraft are #1 aboard #USSWasp, #USSDewey gets its bearings, and @NASSigonella holds an active shooter drill! Download all the action here: _URL … _IMAGE	2416
__label__moderate	MT @USNHistory: #OTD 1963 USS Tecumseh, Daniel Boone, Flasher and John Calhoun launched, emphasizing #USNavy nuclear submarine program. _IMAGE	784
__label__high	MT @NavStress: While not everyone processes grief the same, joining others who identify with you can help. Know your options for support. _IMAGE	800
__label__moderate	MT @USFleetForces: Realistic training preparing NSA Washington during Exercise #SolidCurtain-#CitadelShield - _URL  _IMAGE	168
__label__small	MT @NavStress: Progress > perfection. #FitnessFriday _IMAGE	552
__label__moderate	MT @US7thFleet: Restrictions placed on US service members in Japan following fatal accident on Sunday - _RETWEET … _IMAGE	1505
__label__high	#USSManchester, welcome to the #USNavy's fleet! _IMAGE	2253
__label__small	MT @SECNAV76: Today 1:30P ET, #SECNAV76 will join @SecArmy and @SecAFOfficial for conversation at @CSIS Center for Strategic & International Studies to discuss state of each service, defense strategy, and key initiatives in #FY19Budget - _URL … _IMAGE	1956
__label__small	.@cnorichardson meets with Japanese Prime Minister Shinzo Abe - _URL … _IMAGE	1633
__label__small	MT @SECNAV76: At 100 EST #SECNAV76 will join @SecArmy and @SecAFOfficial to testify before the House Armed Services Committee to discuss the Fiscal Year 2019 Budget Request. _URL 	1991
__label__high	Three #USNavy aircraft carriers to change homeports in order to maintain #NavyReadiness - _URL … _IMAGE	2469
__label__high	Another milestone! The #USNavy's newest aircraft carrier USS Gerald R. Ford now heads into a Post-Shakedown Availability period after successfully completing the proper required testing during the ship's first year at sea - _URL … _IMAGE	2409
__label__small	LIVE 10A ET: #USSRalphJohnson commissioning ceremony in @CityCharleston: _URL … or #Periscope: _URL … _IMAGE	2011
__label__small	LIVE SOON: Sea of White ceremony at @NavyMemorial commemorates our nation's most historically significant naval victory, the Battle of #Midway76. _URL … _URL … via @USNHistory _IMAGE	2283
__label__moderate	LIVE NOW: Watch #USNavy’s newest Sailors graduate boot camp before they’re #ForgedByTheSea _URL … _IMAGE	4253
__label__high	Maintaining #NavyReadiness, day or night. The aircraft carrier #USSAbrahamLincoln conducts flight operations in the #ArabianGulf, helping ensure maritime stability and security in the @US5thFleet area of operations. _IMAGE	4122
__label__moderate	The #USNavy photos of the day: #USSPorter makes a port call in England, a Sailor fires a shot line, #USSKearsarge conducts a replenishment-at-sea, and @USSHarrySTruman Sailors are hard at work at Naval Station Norfolk. info and download: _URL … _IMAGE	3203
__label__high	#WhatMotivatesMeIn4Words: Protecting and defending America! _IMAGE	202
__label__high	#OTD 1942: President Franklin D. Roosevelt signs act establishing Women Accepted for Volunteer Emergency Service - _URL  _IMAGE	980
__label__high	.@SECNAV76, @CNORichardson and @NavyMCPON reflect on 243 years #ForgedByTheSea - _URL … #243NavyBday _IMAGE	2740
__label__moderate	#USNavy and @NASA complete Underway Recovery Test 7 of @NASA_Orion mock capsule - _URL … #NavyPartnerships _IMAGE	2828
__label__high	#USNavy #USSCarlVinson CSG continues western Pacific deployment with a photoex with Japan Maritime Self-Defense Force, March 28. _IMAGE	349
__label__moderate	From the sea to the air, your #BlueGreen team is ready to go aboard the #USSWasp!Check out the many ways the #USNavy and @USMC work together to help maintain #NavyReadiness while operating in the #PhilippineSea. _IMAGE	3373
__label__moderate	#MentalHealthMonday. For more tips on how to navigate stress and build resiliency be sure to follow the Navy Operational Stress Control Program Twitter page @NavStress. _RETWEET …	4196
__label__moderate	MT @secnav76: Seventy-six years ago the #USNavy turned the tide of WWII in the Pacific. Today, across the Fleet, we pause to honor the legacy of those who served and sacrificed during the Battle of #Midway76. _URL …	2280
__label__moderate	The #USNavy photos of the day: #USSGravely approaches the German navy's FGS Bonn, #Marines wade ashore in Lithuania, Spanish amphibious assault vehicles create a smoke screen, and sonar exercises are conducted during #BALTOPS2019. Info and download: _URL … _IMAGE	3773
__label__high	#DYK playing in today's #SuperBowlLll between @Patriots and @RamsNFL will be #NavalAcademy graduate LTJG Joe Cardona, still serving #USNavy in the Navy Reserve. Good luck to both teams. Sailors deployed around the world will be watching. #NavyLethality _URL  _IMAGE	3152
__label__high	The inadvertent tweet was briefly posted for a few second before it was quickly deleted by the same authorized user. The inadvertent tweet was sent during routine monitoring of trending topics. (2/2)	1677
__label__moderate	In #Irma's path? Important @fema info about preparedness, safety, social media accounts and more _URL  _IMAGE	1196
