__label__moderate	#USSAmerica returns from its first deployment, seven months in the Indo-Pacific and Middle East regions - _URL … _IMAGE	1848
__label__moderate	Fair winds and following seas, Sir! Members of the @USNavyCNO staff performed a 'clap-out' as Chief of Naval Operations Adm. John M. Richardson and his wife Dana departed the Pentagon for the final time. Richardson served as the #USNavy's 31st CNO from Sept. 2015 to Aug. 2019. _IMAGE	3994
__label__small	#USNavy Sailors encouraged to participate in @DeptOfDefense 2018 Workplace and Gender Relations Survey, helping to inform DoD’s future sexual assault prevention and response efforts - _URL … via @USNPeople #NavySAPR _IMAGE	2745
__label__moderate	.@CNORichardson to visit China, continuing a results-oriented, risk reduction focused dialog - _URL … _IMAGE	3048
__label__small	#ICYMI: FY 2018 master chief results released - _URL … via @AllHandsMag @USNPeople _IMAGE	1139
__label__small	No need to apologize! Thank you for your grandmother's service!	1013
__label__small	#USNavy #COOL offers maritime credentialing opportunities that, coupled with shipboard qualifications, may better prepare Sailors for the safe navigation and operation of afloat vessels while in the Navy, as well as post-service maritime employment. — _URL … _IMAGE	2466
__label__moderate	#USNavy @TheCVN69 carrier strike group conducts OFRP exercise to maintain deployment readiness - _URL  _IMAGE	434
__label__high	Whether at home or defending freedom at sea, it’s a good day to grab a dog. #NationalHotDogDay _IMAGE	910
__label__small	TODAY: All @NASKeyWest personnel and families authorized to return following Hurricane #Irma - _URL … _IMAGE	1246
__label__high	LIVE 1P ET / 10A PT: #USNavy's future #USSTulsa will be commissioned in #SanFrancisco, expanding our #NavyCapacity.: _URL …: _URL … _IMAGE	3209
__label__high	MT @USFleetForces: #HSC7 & #HSC28 #HurricaneHarvey relief ops Monday: →227 rescues (21 via hoist+11 dogs) →13 sorties →37 flight hrs _IMAGE	1155
__label__moderate	Charting a new course in developing our enlisted leaders, new training continuum replaces petty officer selectee leadership courses - _URL … _IMAGE	3949
__label__moderate	#HappyBirthday #USNavy Nurse Corps, established #OTD in 1908!Now, over 4,00 active-duty and @Navy_Reserve nurses serve in our fleet, ensuring the health and #NavyReadiness of our nation’s warfighters. @USNHistory @NavyMedicine _IMAGE	2203
__label__small	MT @NavyOutreach: Play ball! #USNavy Sailors from #USSGreenBay throw out first pitches at the @TimberRattlers game as part of #NavyWeek. _IMAGE	955
__label__small	LIVE SOON: @CNORichardson discusses what increased competition means for #USNavy - _URL … #WEST2017 _IMAGE	204
__label__high	Stronger together. _RETWEET …	3899
__label__small	#DYK: #SSN789 is the 16th Virginia-class fast attack submarine and the 6th Virginia-class Block II submarine. #IndianaChristening _IMAGE	512
__label__moderate	Around fleet with the #USNavy photos of day:#USSIwoJima prepares for an underway replenishment, Sailors stand watch aboard #USSBainbridge, an F/A-18F gets a wipe down, and a Sailor waits for the signal at the @warriorgames! info and download: _URL  _IMAGE	2275
__label__moderate	#USNavy photos of the day: @USSHarrySTruman transits the Atlantic Ocean, F/A-18F Super Hornet launches, VCNO Adm. Bill Moran and @NavyMCPON Smith speak to Sailors in #SouthKorea, and it's time to hit the beach! info and download: _URL … _IMAGE	2616
__label__moderate	MT @VP: Thanks to men and women of #USSRonaldReagan. Meeting crew of @Gipper_76 was one of the highlights of my visit to Japan. #VPinASIA _IMAGE	450
__label__small	RT@secnav76: ICYMI: Yesterday, #SECNAV76 met with @indiannavy Adm Sunil Lanba and @CNORichardson to discuss ways to improve interoperability and strengthen the partnership between both navies. _URL … _IMAGE	2002
__label__moderate	In honor of #InternationalFirefightersDay, we want to thank all of our firefighters who work on #USNavy installations across world keeping our loved ones and facilities back home safe, so we can focus on strengthening #NavyLethality and maintaining our #NavyReadiness. @CNICHQ _IMAGE	2171
__label__moderate	MT @USPacificFleet: #USSampson departs Everett for deployment with Theodore Roosevelt Strike Group - _URL … _IMAGE	1298
__label__high	.@SECNAV76, @CNORichardson and @NavyMCPON reflect on 243 years #ForgedByTheSea - _URL … #243NavyBday _IMAGE	2740
__label__high	It’s not often you see security rove in snow aboard #USNavy flight deck, #USSGeorgeWashington in #Norfolk today. @WeatherChannel #Helena _IMAGE	24
__label__high	ICYMI: Ima J. Black christend DDG 119, Nov. 4, named for her late husband, Delbert D. Black, 1st Master Chief Petty Officer of the Navy. _IMAGE	1416
__label__moderate	Future #USNavy #USSiouxCity has arrived at @NavalAcademy for its 9A ET commissioning this Saturday, which you can watch here on our Twitter account. #NavyCapacity _IMAGE	2850
__label__moderate	LIVE NOW: Watch #USNavy's newest Sailors graduate boot camp before they’re #ForgedByTheSea. _RETWEET …	3288
__label__small	#OTD 1908: First #USNavy Nurse Corps superintendent, Esther Voorhees Hasson, appointed. @NavyMedicine @USNHistory _IMAGE	1078
__label__moderate	Be sure to tune in live right here on Twitter this Saturday at 10:55 AM EDT and watch as we commission our newest Independence-variant littoral combat ship (LCS), the future #USSCincinnati (LCS 20)! - _URL … _IMAGE	4179
__label__small	#USNavy's future #USSBillings #LCS15 keel-laying ceremony was Nov. 2, 2015 - _URL  _IMAGE	830
__label__moderate	#USNavy intends to heavy lift #USSJohnSMcCain #DDG56 to #Yokosuka - _URL  via @NAVSEA _IMAGE	1169
__label__small	LIVE NOW: VADM David Johnson hosts Shipbuilding Panel at #SNA2018 - _URL … @SurfaceWarriors _IMAGE	1758
__label__moderate	#OTD 1985: #USSProvidence commissioned at #Groton, #Connecticut. #SSN719 is fifth ship named after the #RhodeIsland city. @Jorge_Elorza _IMAGE	964
__label__high	.@USNavyBand's Rhode Island Sound rocking #TimesSquare during #FleetWeekNYC _URL …	652
__label__high	ICYMI: #USSPaulIgnatius joined the fleet July 27, during a commissioning ceremony at Port Everglades, Fla. Present, was the ship's namesake #USNavy #WWII veteran and Secretary of the Navy, Paul R. Ignatius, age 98. #ForgedbytheSea #NavyLethalityWATCH: _URL … _IMAGE	3918
__label__moderate	MT @USNHistory: Starting Sunday morning, we will release a @usnhistory “live-tweet” dramatization of the Battle of Midway. The presentation will begin on June 3 and continue into June 8 - _URL  #MidwayInMemoriam #Midway76 _IMAGE	2273
__label__moderate	#USSGeorgeHWBush conducts more than 4,700 sorties, using 813,00 pounds of ordnance in OIR @US5thFleet support - _URL  _IMAGE	678
__label__moderate	The active shooter event aboard Naval Support Activity Bethesda today was the result of the improper use of a mass notification system by a tenant command aboard the installation. While preparing for an upcoming drill, the notification system was inadvertently enacted… (1/3)	2903
__label__high	Congratulations to all the musicians of the United States Military including our very own @usnavyband for receiving the National Medal of Arts from President Donald J. Trump yesterday during a ceremony in the East Room of the White House. _IMAGE	4352
__label__high	Your #USNavy honors Purple Heart recipients wounded in combat or killed in action in service to our nation—on this #PurpleHeartDay and every day. #HonorThem _RETWEET …	3946
__label__high	RT @NAVAIRNews: Teamwork makes the dream work!! #NationalHighFiveDay _IMAGE	2105
__label__moderate	#DYK? _RETWEET …	1694
__label__high	Today, the future #USSJohnFKennedy (CVN 79) took a step closer toward a future #USNavy carrier force, floating the ship by flooding the dry dock with 100 million gallons of water. Next step, ship's christening on December 7. #NavyCapacity #NavyReadiness _URL … _IMAGE	4272
__label__moderate	Celebrate #NationalScienceFictionDay with a look at four science fiction-like technologies that the #USNavy is developing and researching. @usnavyresearch _URL …	1702
__label__high	Welcome home #USNSComfort! The #USNavy hospital ship pulled into Naval Station Norfolk after completing its deployment to South and Central America in support of #EnduringPromise initiative. BZ shipmates! — _URL … _IMAGE	2987
__label__high	#USS Coronado returns to San Diego - _URL … _IMAGE	1579
__label__moderate	#MondayMotivation: Getting #USNavy F/A-18F ready for flight ops aboard @CVN77_GHWB in @USNavyEurope to conduct #OIR strike ops. @CJTFOIR _IMAGE	223
__label__moderate	TODAY: America's Navy sailing into #Austin for #NavyWeek - _URL  @NavyOutreach _IMAGE	293
__label__small	#ICYMI: @CNORichardson on competition, winning leadership and professional reading program in his latest podcast - ​ _URL … _IMAGE	249
__label__moderate	#USNavy identifies missing #USStethem Sailor missing since August 1 - _URL  _IMAGE	1002
__label__high	#USNavy photos of the day: A P-8 Poseidon flies over #USSCarney, a Sailor stands watch in Damage Control Central, #USSRonaldReagan operates in the #SouthChinaSea alongside the #JMSDF, and Sailors man the rails while departing #Spain. Info and download: _URL … _IMAGE	3776
__label__moderate	MT @US7thFleet: Welcome back! #USSRonaldReagan returns to #Yokosuka, #Japan after completing a scheduled three-month patrol. _IMAGE	1027
__label__small	#USNavy civilian honored for 75 years of service, both in and out of uniform - _URL … #OneNavyTeam _IMAGE	1266
__label__high	Every #2017Success is accomplished alongside our shipmates in the world's greatest navy! The #USNavy! _IMAGE	1657
__label__moderate	#USNSComfort wrapped up its first medical mission in #Manta, #Ecuador, during a symbolic closing ceremony this week. #EnduringPromise #NavyPartnerships - _URL … _IMAGE	3833
__label__moderate	#USSAmerica departs #Singapore after holiday visit - _URL … (File pic) _IMAGE	1697
__label__high	Watch the #USNavy’s newest Sailors graduate boot camp before they’re #ForgedByTheSea. Welcome to fleet, shipmates! #GoNavyBeatArmy _RETWEET …	4438
__label__high	#ForgedByTheSea _RETWEET …	4101
__label__moderate	America's #BlueGreenTeam! MT @MarForEUR_AF: Staying sharp aboard #USSanDiego in the Mediterranean Sea! #ReadyForces _IMAGE	1427
__label__high	LIVE NOW: @POTUS @realDonaldTrump awards retired #USNavy Master Chief Petty Officer (SEAL) Britt Slabinski the #MedalOfHonor at the @WhiteHouse for his heroic actions in March 2002 in Afghanistan. _RETWEET …	2241
__label__small	LIVE 9:30A ET: Adm. Harris testifies before #SASC on @PacificCommand and United States Forces Korea - _URL  _IMAGE	500
__label__moderate	#USSCoronado departs @US7thFleet after successful Indo-Asia-Pacific deployment - _URL … (File pic) _IMAGE	1515
__label__small	LIVE 1:00P Welcome RemarksSurface Navy Association President Vice Adm. Barry McCullogh (Ret.). Today at #SNA2018 - _URL … @SurfaceWarriors _IMAGE	1733
__label__moderate	Icebergs and international learnings – the #USNavy partners with its Canadian counterparts in #Arctic operations. #NavyPartnerships Read more: _URL … _IMAGE	4348
__label__moderate	#NashvilleNavyWeek is still going strong! The #USNavy loves engaging with the community and spending time with old shipmates and Veterans in the process. _RETWEET …	3687
__label__moderate	#USNavy community in #Yokosuka honors #Fitzgerald7 - _URL  _IMAGE	810
__label__moderate	#USNavy photos of the day: An F/A-18F Super Hornet lands aboard @USSHARRYSTRUMAN, #USNSComfort pulls into #Peru as part of #EnduringPromise, #USSAshland helps in the aftermath of Super Typhoon #Yutu, and #USSJasonDunham fires its M45 5-inch gun! — _URL … _IMAGE	2820
__label__high	Protecting sea lanes and freedom of navigation around the world so your #CyberMonday deals get to you on time! _IMAGE	4387
__label__moderate	RT @ DESRON_7: #USSCoronado Sailors prepare Firescout UAV and MH-60S Helo for flight ops in #SouthChinaSea @US7thFleet _IMAGE	305
__label__high	As we start this #VeteransDay weekend, #USNavy remembers the heroism and valor of our nation's men and women who have and continue to go into harm’s way. _RETWEET …	4294
__label__moderate	#StarTrekDay #FlashbackFriday to Aug. 24, 2017: Ceremonial start of advance construction for #USNavy's next #USSEnterprise #CVN80. _IMAGE	1188
__label__small	#ICYMI: #USNavy announces new web portal, first step in providing one-stop shop for Sailors' personnel info - _URL  _IMAGE	194
__label__moderate	#USNavy @TheCVN69 Strike Group sustaining readiness to deploy anywhere in the world on short notice if needed - _URL  _IMAGE	409
__label__moderate	#SECNAV announced today that the future USS Sioux City (LCS 11) will be commissioned in Annapolis, MD. _IMAGE	70
__label__moderate	Moving forward, Anti-Submarine Warfare is key to #USNavy dominance in the #AtlanticOcean. Check out the latest from Adm. James G. Foggo II as he explains why. _RETWEET …	2597
__label__moderate	MT @USPacificFleet: #USSterett arrived in Zhanjiang, June 12, for first #USNavy port visit to mainland #China this year -.. _IMAGE	718
__label__moderate	#USNavy photos of day: @USSHARRYSTRUMAN conducts flight-ops during #TridentJuncture, @US5thFleet’s Vice Adm. Stearney checks out seized AK-47 rifles, #USSFortMcHenry maintains #NavyReadiness, and Osprey departs #USSKearsarge. Info and download: _URL … _IMAGE	2793
__label__moderate	The #USNavy photos of the day: #USSPorter departs #Ukraine, Sailors in Romania participate in #SHIELDEX18, #Seabees and @RCN_MRC divers work together during #RIMPAC, and Sailors load a #HellFire missile aboard #USSJasonDunham. Download the action here: _URL … _IMAGE	2421
__label__moderate	Another example of the flexibility and #NavyLethality of our #USNavy's capabilities.. _RETWEET …	2938
__label__moderate	And that's a wrap on #PortlandFleetWeek! Thank you, Portland for hosting the #USNavy and providing us an opportunity to interact with the citizens of #Oregon and share with them our mission and latest capabilities. _IMAGE	3710
__label__moderate	MT @USNHistory: The largest @USNavy aircraft carrier action in World War II, the Battle of the Philippine Sea, begins #OTD in 1944. #History _IMAGE	771
__label__small	Well said, Logan. Thanks for your supporting. We appreciate it!	1450
__label__high	#USNavy Sailors and #Georgian coast guardsmen conduct visit, board, search and seizure exercises aboard #USSDonaldCook in the #BlackSea. The U.S. Navy routinely operates in the Black Sea consistent with the Montreux Convention and international law. #NavyPartnerships #US6thFleet _IMAGE	3118
__label__high	On #TeacherAppreciationDay we’re thankful for our #USNavy recruit division commanders who transform civilians into Sailors at Recruit Training Command #ThankATeacher _IMAGE	2185
__label__high	Happy Independence Day from your #USNavy Sailors who protect and defend America! _IMAGE	850
__label__small	Be sure to tune in and watch @secnav76 deliver remarks to @NPS_Monterey's latest graduating class. _RETWEET …	3383
__label__high	#KnowYourMil: It takes a maritime team to protect the homeland and preserve America’s strategic influence around the world. @uscg @usmc _IMAGE	3122
__label__high	LIVE 9:45 AM ET: Watch #USNavy's newest Sailors graduate boot camp before they’re #ForgedByTheSea. _URL …	3027
__label__moderate	MT @Amphib7FLT: Thought the MH-60S was just a SAR asset? Thought wrong! MH-60Ss with HSC-25 and MH-60Rs with HSM-51 have been teaming up in the air near Iwakuni, Japan to practice one of their primary missions - launching combat power from air to surface. #ReadyForces _IMAGE	1823
__label__moderate	#USNavy #USSAshland and @USMC Combat Logistics Battalion 31 begin Defense Support of Civil Authorities support following Typhoon Yutu - _URL … (File photo) _IMAGE	2817
__label__small	"Welcome aboard to @Navy_Region_SE Rear Adm. Babette ""Bette"" Bolivar! _URL  @CNICHQ _IMAGE"	216
__label__high	#USSGravely recently conducted advanced ship maneuvering and tactics with the Royal Danish Navy, helping to strengthen maritime security capabilities in the strategically important waters off the coast of Greenland. @US2ndFleet #NavyPartnerships _URL … _IMAGE	3986
__label__small	.@SECNAV76 censures three naval officers based on findings regarding each of those officers' improper interactions with and acceptance of gifts from Glenn Defense Marine Asia - _URL … _IMAGE	2330
__label__moderate	Delivering a lethal capacity towards the #NavyTheNationNeeds. _RETWEET …	2142
__label__moderate	"#USSTheodoreRoosevelt's ""Bridge Talks"" give all Sailors opportunitys to share their ideas for improving #USNavy - _URL  _IMAGE"	448
__label__high	MT @BlueAngels: We're just hours from today's #GeorgiaAirShow demo! Here's a peek of today's performance courtesy of Thursday's practice! _IMAGE	1367
__label__high	#DYK that the @BlueAngels are scheduled to conduct 61 flight demonstrations at 32 locations across the U.S. and Canada in 2019? Find out if the #BlueAngels are coming to a city near you: _URL … _IMAGE	3834
__label__moderate	MT @Amphib7FLT: Amazing shot of #USSGreenBay as she sails through the #CoralSea after wrapping up #TalismanSaber _IMAGE	953
__label__high	Improving readiness and increasing lethality, Bataan Amphibious Ready Group completes SWATT - _URL … _IMAGE	3959
__label__moderate	A summer to remember! MT @WestPoint_USMA: @NavalAcademy mids & @ArmyROTC cadets training hard at #USMA - _URL  _IMAGE	944
__label__high	TEAMWORK! #USSCarney conducts a refueling evolution with a Spanish Navy helicopter during a flight quarters evolution. Carney is on its seventh patrol in @USNavyEurope supporting regional allies and partners as well as U.S. national security interests in Europe and Africa. _IMAGE	4467
__label__moderate	#USNSComfort arrived in Manta, Ecuador yesterday for the first #EnduringPromise mission stop of the ship's 2019 deployment. #NavyPartnerships - _URL … _IMAGE	3798
__label__small	Thank you for your father's service.	1903
__label__moderate	Sailors, we've got an update on efforts to redefine #USNavy career fields, improve detailing, offer more career choices and expand professional development opportunities - _URL … via @usnpeople _IMAGE	2514
__label__moderate	GUAMEX kicks off for regional maritime patrol and reconnaissance partners - _URL  (File photo) _IMAGE	989
__label__moderate	MT @USPacificFleet: As preps continue for maiden deployment, #USSAmerica tests Rolling Airframe Missile system - _URL  _IMAGE	412
__label__high	#WhileEveryoneIsAsleep your #USNavy maintains the watch protecting America and preserving freedom of the seas. #NavyReadiness _IMAGE	2471
__label__moderate	MT @senjohnmccain: A portrait of my father and grandfather in the wardroom of #USSJohnSMcCain, on a port call in #Vietnam _IMAGE	670
__label__moderate	Stronger together . _RETWEET …	3797
__label__small	MT @PacificCommand: We're #live soon for our change-of-command ceremony! Join us while we say goodbye to outgoing commander Adm. Harry Harris and welcome incoming commander Adm. Phil Davidson to the #IndoPacific region! _IMAGE	2263
__label__moderate	#USNavy recently completed #EagleResponse18, an #EOD and diving exercise held alongside Egyptian Naval Forces. #NavyReadiness - _URL … _IMAGE	2446
__label__high	#BREAKING: #USSKearsarge and #USSOakHill to support #HurricaneHarvey relief - _URL … via @USFleetForces (File photos) _IMAGE	1148
__label__moderate	MT @USNavyEurope: #USSPorter departs Plymouth, England, following a port visit that demonstrated the #USNavy's continued commitment to strengthening strategic #NavyPartnerships in the European and African region - _URL … _IMAGE	3193
__label__moderate	MT @AmericasNavy: Michelle Howard left a Naval legacy marked by many firsts, and has paved the way for many women in #AmericasNavy. #ForgedByTheSea #BlackHistoryMonth _IMAGE	1856
__label__high	Happy #Passover from your #USNavy family! Tonight Sailors will enjoy Passover seders with shipmates while forward deployed to protect America and preserve our nation's interests around the world. _IMAGE	3478
__label__moderate	#KnowYourMil: We can't maintain our #NavyReadiness alone. Training like this search and rescue exercise with the @USCG last March near #SanDiego benefit both sea services as part of America's joint force. @ComdtUSCG @VComdtUSCG _IMAGE	3111
__label__small	Day 3 of @NavyLeagueUS’s #SAS2018 is underway with Unmanned Autonomous Vehicles, #USNavy Rear Adm. John P. Neagley ( _URL …), Rear Adm. David J. Hahn ( _URL …), and Rear Adm. Mark W. Darrah ( _URL …) _RETWEET …	2079
__label__high	MT @SECNAV: #SECNAV - Every decision I have made has been with one goal in mind, strengthen the #USNavy & @USMC. _IMAGE	17
__label__moderate	Strengthening a #NavyPartnership in the Indo-Pacific Region, #USNavy concludes #Vietnam Pacific Partnership 2019 mission stop - _URL … _IMAGE	3608
__label__moderate	The #USNavy photos of day: Sailors handle line aboard #USSGravely, its #GenralQuarters time daboard #USSMitscher, Sailors climbs the mizzenmast aboard @USSConstitution, and @NavyMCPON visits Sailors in Rota, #Spain! info and download: _URL … _IMAGE	3308
__label__moderate	Around the fleet in today's #USNavy photos of the day. #Marines fire a missile aboard #USSIwoJima, #USSTheodororeRoosevelt celebrates the #CPO125th birthday, #PacificPartnership 2018 continues and #USSMustin gets replenished. info and download: _URL … _IMAGE	2034
__label__small	That is correct. We removed the incorrect tweet.	102
__label__high	Today we honor a true @USNavy legend, Fleet Admiral Chester W. Nimitz. Learn more about the man who led @USPacificFleet and changed the course of WWII at the Battle of Midway by visiting @USNHistory or see it in the upcoming #MidwayMovie. #NimitzDay _URL … _IMAGE	4189
__label__small	THIS WEEK: Future #USNavy #USSThomasHudner to be commissioned Saturday in #Boston, adding #NavyCapacity to our fleet. Namesake received #MedalOfHonor for his heroic actions during the Battle of the Chosin Reservoir in 1950 - _URL … _IMAGE	2901
__label__moderate	That #FridayFeeling when you're about to join the #USNavy fleet!On Saturday at 10A ET / 7A PT, future #USSCharleston #LCS18 will be commissioned in #Charleston, #SouthCarolina. @SenatorTimScott _URL …	3252
__label__high	.@POTUS visits #USNavy's future #USSGeraldRFord #CVN78 - _URL  _IMAGE	240
__label__moderate	Ready to enhance #NavyPartnership in the Eastern Mediterranean region! _RETWEET …	3939
__label__moderate	MT @USAmbNATO: I'm always proud to hear about the incredible level of cooperation between @NATO Allies! Having fighters on a aircraft carrier is yet another example of the alliance's interoperable capabilities that keep our citizens safe - _URL … _IMAGE	2214
__label__moderate	LIVE 9:45AM ET: Watch #USNavy's newest Sailors graduate boot camp before they're #ForgedByTheSea _URL … _IMAGE	4440
__label__small	"MT @secnav76: #ICYMI: This morning @secnav76 swore in Mr. James ""Hondo"" Geurts as the next Assistant Secretary of the Navy for Research, Development, and Acquisition. _IMAGE"	1570
__label__moderate	Friday's #USNavy photos of the day: A 5-inch gun fires away during #EagleResponse18, an F/A-18 Super Hornet lands aboard #USSAbrahamLincoln, #USSHawaii holds a change of command, and #USSJasonDunham transits the #RedSea! Download all the action here: _URL … _IMAGE	2470
__label__moderate	Bravo Zulu shipmates! #USNavy's HSC-25 rescues two fishermen from sunken watercraft off the coast of #Guam - _URL … _IMAGE	3477
__label__moderate	.@NAVSURFOR: We — #USNavy — are back in #SeaControl game again, in a big way. #SNA2017 _IMAGE	38
__label__moderate	The future of your Navy-Green team is here. Check out the @USMC in action as they launch an RQ-21A Blackjack Unmanned Aerial System aboard the #USNavy San Antonio-class amphibious transport dock ship #USSJohnPMurtha. _IMAGE	3423
__label__moderate	#ICYMI: 768 #USNavy ensigns and 259 @USMC second lieutenants graduated in @NavalAcademy's Class of 2017 - _URL  _IMAGE	663
__label__high	FIRE away! #USNavy Sailors assigned to #USSPorter conducted a live-fire exercise in the #NorthChannel during #JointWarrior 19-1. The United Kingdom leads the multinational exercise that helps allies and partners improve interoperability and prepare for combined operations. _IMAGE	3418
__label__moderate	#USShoup Sailors partnered with @USCG during an Oceania Maritime Security Initiative boarding mission in the #WesternPacific. OMSI is a #SecDef program leveraging @DeptofDefense assets transiting the region to help increase the #USCG’s maritime domain awareness. _IMAGE	2780
__label__moderate	Today your #USNavy kicks off MaritimeTraining Activity #SamaSama2018, a week-long engagement that is designed to strengthen our partnership with @PN_Speak while cooperatively ensuring maritime security, stability and prosperity in the region. - _URL … _IMAGE	2383
__label__small	MT @USNavyEurope: #USSCarney crew observe as they approach RFA Wave Ruler for a RAS while participating in Flag Officer Sea Training. _IMAGE	503
__label__moderate	MT @USNHistory: #OTD 1963 USS Tecumseh, Daniel Boone, Flasher and John Calhoun launched, emphasizing #USNavy nuclear submarine program. _IMAGE	784
__label__moderate	MT @jgm41: Statement by the Office of George H. W. Bush on the passing of the 41st President of the United States of America at the age of 94. _IMAGE	2925
__label__moderate	Making the most out of summer break! Check out #NROTC midshipmen candidates as they receive training in five warfighting fundamentals — Fire Fighting, Damage Control, Seamanship, Watchstanding and Small Arms Handling and Marksmanship while at RTC, the Navy's only boot camp. _IMAGE	3891
__label__moderate	Integrated flight operations between #USNavy @USSHARRYSTRUMAN and French Naval Aviation are increasing our #NavyReadiness and strengthening our network of partners - _URL … @MarineNationale _IMAGE	2378
__label__moderate	Search suspended for #USStethem Sailor - _URL  (File photo) _IMAGE	998
__label__small	#ICYMI: NAVADMIN outlines changes to Post-9/11 GI Bill transferability - _URL … via @USNPeople _IMAGE	2417
__label__moderate	Sept. 15 through Oct. 15 is #NationalHispanicHeritageMonth. We celebrate the heritage of our Hispanic Sailors and their contributions to the #USNavy - _URL … _IMAGE	4112
__label__high	The #USNavy’s newest destroyer #USSJohnFinn is set to be commissioned tomorrow! WATCH LIVE: _URL  _IMAGE	882
